text,label
"I thought the relationships were wonderful , the comedy was funny , and the love ` real ' .",very positive
"( Caine ) proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film .",positive
"Bogdanovich puts history in perspective and , via Kirsten Dunst 's remarkable performance , he showcases Davies as a young woman of great charm , generosity and diplomacy .",positive
"This breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .",positive
A captivating new film .,very positive
Those who are n't put off by the film 's austerity will find it more than capable of rewarding them .,very positive
"It 's a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties .",positive
Reveals how important our special talents can be when put in service of of others .,positive
It also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .,positive
"With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare .",very positive
"A sharp , amusing study of the cult of celebrity .",positive
The sentimental cliches mar an otherwise excellent film .,positive
A powerful performance from Mel Gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an M-16 .,very positive
"A graceful , moving tribute to the courage of New York 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .",very positive
"A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .",positive
"Made to be Jaglomized is the Cannes Film Festival , the annual Riviera spree of flesh , buzz , blab and money .",negative
The charming result is Festival in Cannes .,positive
"If you 're looking for something new and hoping for something entertaining , you 're in luck .",very positive
"A hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as Grant 's two best films -- Four Weddings and a Funeral and Bridget Jones 's Diary .",very positive
A rip-roaring comedy action fest that 'll put hairs on your chest .,positive
"If there 's no art here , it 's still a good yarn -- which is nothing to sneeze at these days .",positive
"Simultaneously heart-breaking and very funny , The Last Kiss is really all about performances .",positive
"There is a subversive element to this Disney cartoon , providing unexpected fizzability .",positive
"An unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage .",positive
"An enjoyable , if occasionally flawed , experiment .",positive
Miyazaki is one of world cinema 's most wondrously gifted artists and storytellers .,very positive
"If Ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing .",positive
"Meeting , even exceeding expectations , it 's the best sequel since The Empire Strikes Back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .",very positive
Leigh is one of the rare directors who feels acting is the heart and soul of cinema .,very positive
He allows his cast members to make creative contributions to the story and dialogue .,positive
"This method almost never fails him , and it works superbly here .",very positive
Poetry in motion captured on film .,very positive
"While it can be a bit repetitive , overall it 's an entertaining and informative documentary .",positive
"Directing with a sure and measured hand , ( Haneke ) steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .",positive
The entire movie establishes a wonderfully creepy mood .,very positive
"I found The Ring moderately absorbing , largely for its elegantly colorful look and sound .",positive
